inbound_payment_id,transaction_id,received_at,label
132,IN_00000132,2026-07-21 14:43:12,0
733,IN_00000733,2026-07-21 20:01:37,0
621,IN_00000621,2026-07-22 00:13:41,0
301,IN_00000301,2026-07-22 03:43:12,1
505,IN_00000505,2026-07-22 08:49:50,0
229,IN_00000229,2026-07-22 12:18:40,0
428,IN_00000428,2026-07-22 20:12:49,0
624,IN_00000624,2026-07-23 04:44:36,0
434,IN_00000434,2026-07-23 05:50:03,1
297,IN_00000297,2026-07-23 12:50:54,0
666,IN_00000666,2026-07-23 23:44:46,0
201,IN_00000201,2026-07-24 03:38:04,1
727,IN_00000727,2026-07-24 07:58:58,1
422,IN_00000422,2026-07-24 08:09:01,0
194,IN_00000194,2026-07-25 00:22:21,0
35,IN_00000035,2026-07-25 12:52:19,0
143,IN_00000143,2026-07-25 15:02:05,0
390,IN_00000390,2026-07-25 15:51:39,0
240,IN_00000240,2026-07-25 17:50:08,0
715,IN_00000715,2026-07-26 00:33:52,0
350,IN_00000350,2026-07-26 12:11:22,1
498,IN_00000498,2026-07-26 13:32:59,0
234,IN_00000234,2026-07-26 15:26:59,0
338,IN_00000338,2026-07-26 23:41:58,1
358,IN_00000358,2026-07-27 00:42:09,0
600,IN_00000600,2026-07-27 01:04:12,0
312,IN_00000312,2026-07-27 08:42:06,1
328,IN_00000328,2026-07-27 18:05:10,0
375,IN_00000375,2026-07-27 21:24:50,0
84,IN_00000084,2026-07-27 22:10:20,0
725,IN_00000725,2026-07-27 23:35:08,0
626,IN_00000626,2026-07-28 01:20:58,0
110,IN_00000110,2026-07-28 11:54:10,0
307,IN_00000307,2026-07-28 22:37:23,0
214,IN_00000214,2026-07-29 06:11:42,0
398,IN_00000398,2026-07-29 11:31:55,0
340,IN_00000340,2026-07-29 11:53:53,0
586,IN_00000586,2026-07-29 15:00:20,0
280,IN_00000280,2026-07-29 16:20:15,0
496,IN_00000496,2026-07-30 16:07:13,0
421,IN_00000421,2026-07-30 21:29:04,0
787,IN_00000787,2026-07-30 22:11:49,0
712,IN_00000712,2026-07-31 02:02:14,0
342,IN_00000342,2026-07-31 13:05:10,0
40,IN_00000040,2026-07-31 14:47:57,0
79,IN_00000079,2026-07-31 15:00:23,0
440,IN_00000440,2026-08-01 07:32:00,0
699,IN_00000699,2026-08-01 12:22:28,0
403,IN_00000403,2026-08-01 23:13:09,1
393,IN_00000393,2026-08-02 02:52:50,0
126,IN_00000126,2026-08-02 11:06:59,1
261,IN_00000261,2026-08-02 14:50:31,0
4,IN_00000004,2026-08-02 22:11:19,0
36,IN_00000036,2026-08-03 05:01:43,0
698,IN_00000698,2026-08-03 06:34:43,0
576,IN_00000576,2026-08-03 13:36:06,0
630,IN_00000630,2026-08-03 15:04:56,0
209,IN_00000209,2026-08-03 15:12:59,1
582,IN_00000582,2026-08-04 04:08:29,0
87,IN_00000087,2026-08-04 05:36:50,0
251,IN_00000251,2026-08-04 06:23:21,0
56,IN_00000056,2026-08-05 01:37:45,1
492,IN_00000492,2026-08-05 15:37:04,0
315,IN_00000315,2026-08-05 21:45:17,1
614,IN_00000614,2026-08-06 00:19:07,0
204,IN_00000204,2026-08-06 02:39:50,1
486,IN_00000486,2026-08-06 09:06:46,1
480,IN_00000480,2026-08-06 11:40:43,0
760,IN_00000760,2026-08-06 17:03:08,0
650,IN_00000650,2026-08-07 00:59:45,0
380,IN_00000380,2026-08-07 03:49:51,0
188,IN_00000188,2026-08-07 08:20:24,0
378,IN_00000378,2026-08-07 11:22:19,0
206,IN_00000206,2026-08-07 14:13:20,0
98,IN_00000098,2026-08-08 06:53:18,0
309,IN_00000309,2026-08-08 19:37:42,1
14,IN_00000014,2026-08-09 00:05:44,0
125,IN_00000125,2026-08-09 01:12:48,0
360,IN_00000360,2026-08-09 05:58:22,0
439,IN_00000439,2026-08-09 06:22:15,0
458,IN_00000458,2026-08-09 09:36:41,0
230,IN_00000230,2026-08-09 09:40:23,0
488,IN_00000488,2026-08-09 14:00:35,0
185,IN_00000185,2026-08-09 20:39:52,0
697,IN_00000697,2026-08-10 10:07:01,0
42,IN_00000042,2026-08-10 12:15:48,0
265,IN_00000265,2026-08-10 12:23:02,0
726,IN_00000726,2026-08-11 04:11:46,0
