sample_id,source_work_order_id,label,scenario,supplier_risk_level,supplier_qualification_days,iqc_defect_rate,inventory_hold_flag,material_critical_flag,issue_over_bom_ratio,work_order_progress_ratio,scrap_rate,process_parameter_deviation,equipment_maintenance_overdue_days,equipment_calibration_overdue_days,equipment_alarm_flag,quality_hold_flag,shipment_release_gap_flag,customer_complaint_count_30d,complaint_claim_amount
MFG-S00147,WO0027,1,未检关键物料领料并超BOM,0.5,141.0,0.02,1.0,1.0,1.788377,0.918492,0.06274,0.282735,1.0,0.0,0.0,0.0,0.0,1.0,576.595276
MFG-S00148,WO0028,0,正常生产,0.0,172.0,0.0,0.0,0.0,1.059355,0.942608,0.007639,0.325707,0.0,0.0,0.0,0.0,0.0,0.0,233.011505
MFG-S00149,WO0029,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.908971,0.869284,0.003048,0.350853,0.0,0.0,0.0,0.0,0.0,1.0,5.206325
MFG-S00150,WO0030,1,多维叠加高风险,1.0,-46.891521,0.0,1.0,1.0,1.64729,0.922043,0.016917,1.33708,5.560163,0.0,1.0,0.0,1.0,4.0,12906.424805
MFG-S00151,WO0031,1,多维叠加高风险,1.0,-9.588757,0.02,1.0,1.0,1.243809,1.013699,0.009378,1.059799,1.774411,0.0,1.0,0.0,1.0,5.0,13192.143555
MFG-S00152,WO0032,0,正常生产,0.5,110.0,0.0,0.0,0.0,0.944533,0.92039,0.005652,0.568639,0.0,1.0,0.0,0.0,0.0,0.0,580.891235
MFG-S00153,WO0033,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.885247,1.020398,0.011101,0.320148,0.0,1.0,0.0,0.0,0.0,1.0,325.160889
MFG-S00154,WO0034,1,未检关键物料领料并超BOM,0.0,231.0,0.0,1.0,1.0,1.332695,0.993644,0.152576,0.28965,0.0,0.0,0.0,0.0,0.0,1.0,303.469849
MFG-S00155,WO0035,1,供应商资质过期与来料质量恶化,1.0,-34.374954,0.19323,0.0,1.0,0.762979,0.882554,0.007251,0.582977,0.0,0.0,0.0,0.0,0.0,0.0,40.476021
MFG-S00156,WO0036,1,关键参数越限且质量冻结发运,0.0,172.0,0.0,0.0,0.0,0.906442,0.999453,0.008012,1.057814,0.0,0.0,0.0,1.0,1.0,1.0,530.11676
MFG-S00157,WO0037,0,正常生产,0.5,30.0,0.02,0.0,1.0,1.002457,1.01197,0.023036,0.108024,0.0,0.0,0.0,0.0,0.0,1.0,1098.584839
MFG-S00158,WO0038,0,正常生产,0.5,30.0,0.03,0.0,1.0,0.907616,1.007685,0.021357,0.466621,0.0,0.0,0.0,0.0,0.0,0.0,689.341736
MFG-S00159,WO0039,0,正常生产,0.5,200.0,0.03,0.0,1.0,1.041962,0.865962,0.011311,0.093261,1.0,0.0,0.0,0.0,0.0,0.0,369.473969
MFG-S00160,WO0040,0,正常生产,0.5,110.0,0.0,0.0,0.0,0.958272,0.971763,0.024505,0.624895,0.0,0.0,0.0,0.0,0.0,1.0,616.21759
MFG-S00161,WO0041,1,关键参数越限且质量冻结发运,0.0,322.0,0.02,0.0,1.0,1.004968,0.975459,0.021214,1.321822,0.0,0.0,0.0,1.0,1.0,0.0,1055.633545
MFG-S00162,WO0042,0,正常生产,0.0,231.0,0.0,0.0,1.0,0.943621,1.01973,0.020861,0.161926,0.0,0.0,0.0,0.0,0.0,0.0,746.2854
MFG-S00163,WO0043,1,未检关键物料领料并超BOM,0.5,141.0,0.02,1.0,1.0,1.713105,0.956022,0.065327,0.733171,0.0,0.0,0.0,0.0,0.0,0.0,1481.381226
MFG-S00164,WO0044,0,正常生产,0.0,172.0,0.0,0.0,0.0,1.02922,0.880746,0.016996,0.326872,0.0,1.0,0.0,0.0,0.0,1.0,506.952179
MFG-S00165,WO0045,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.759032,0.876129,0.017126,0.22436,0.0,1.0,0.0,0.0,0.0,0.0,965.580933
MFG-S00166,WO0046,0,正常生产,0.5,30.0,0.0,0.0,1.0,0.915665,0.868846,0.008685,0.683384,0.0,0.0,0.0,0.0,0.0,0.0,922.597595
MFG-S00167,WO0047,1,未检关键物料领料并超BOM,0.5,200.0,0.02,1.0,1.0,1.557034,0.918147,0.069949,0.592615,0.0,0.0,0.0,0.0,0.0,1.0,1325.800049
MFG-S00168,WO0048,0,正常生产,0.5,110.0,0.0,0.0,0.0,0.96583,1.022424,0.009511,0.731712,0.0,0.0,0.0,0.0,0.0,0.0,1123.441528
MFG-S00169,WO0049,1,关键参数越限且质量冻结发运,0.0,322.0,0.02,0.0,1.0,0.817147,1.021352,0.021236,1.246135,0.0,0.0,0.0,1.0,1.0,1.0,958.988586
MFG-S00170,WO0050,1,关键设备维护校准逾期并报警,0.0,231.0,0.0,0.0,1.0,0.846758,1.010492,0.065931,0.389607,22.001652,51.728558,1.0,0.0,0.0,0.0,922.124146
MFG-S00171,WO0051,0,正常生产,0.5,141.0,0.02,0.0,1.0,0.955567,0.992524,0.012098,0.460101,1.0,0.0,0.0,0.0,0.0,0.0,690.357361
MFG-S00172,WO0052,1,供应商资质过期与来料质量恶化,1.0,-39.642269,0.178017,0.0,0.0,0.877758,0.979989,0.011251,0.136644,0.0,0.0,0.0,0.0,0.0,1.0,381.602325
MFG-S00173,WO0053,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.929116,0.860821,0.003332,0.212498,0.0,0.0,0.0,0.0,0.0,1.0,1283.285767
MFG-S00174,WO0054,1,供应商资质过期与来料质量恶化,1.0,-71.958717,0.144348,0.0,1.0,1.005496,0.941817,0.011122,0.289222,0.0,0.0,0.0,0.0,0.0,0.0,1192.32959
MFG-S00175,WO0055,0,正常生产,0.5,200.0,0.02,0.0,1.0,0.858875,0.876682,0.003917,0.326601,0.0,0.0,0.0,0.0,0.0,0.0,1160.734741
MFG-S00176,WO0056,0,正常生产,0.5,110.0,0.0,0.0,0.0,0.909923,0.97316,0.000182,0.618735,0.0,1.0,0.0,0.0,0.0,1.0,1025.503662
MFG-S00177,WO0057,1,供应商资质过期与来料质量恶化,1.0,-45.295887,0.242009,0.0,1.0,0.83564,0.928747,0.024145,0.542549,0.0,1.0,0.0,0.0,0.0,1.0,126.064476
MFG-S00178,WO0058,0,正常生产,0.0,231.0,0.0,0.0,1.0,1.000786,0.942936,0.005278,0.495188,0.0,0.0,0.0,0.0,0.0,1.0,751.901794
MFG-S00179,WO0059,0,正常生产,0.5,141.0,0.02,0.0,1.0,1.024345,0.891472,0.012826,0.479244,0.0,0.0,0.0,0.0,0.0,1.0,221.985931
MFG-S00180,WO0060,0,正常生产,0.0,172.0,0.0,0.0,0.0,0.919635,0.962913,0.002574,0.257112,0.0,0.0,0.0,0.0,0.0,1.0,641.350586
MFG-S00181,WO0061,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.921251,0.884416,0.010587,0.421548,0.0,0.0,0.0,0.0,0.0,0.0,1277.742188
MFG-S00182,WO0062,1,未检关键物料领料并超BOM,0.5,30.0,0.0,1.0,1.0,1.734628,0.908691,0.16407,0.000534,0.0,0.0,0.0,0.0,0.0,0.0,1146.566528
MFG-S00183,WO0063,1,供应商资质过期与来料质量恶化,1.0,-69.414444,0.164612,0.0,1.0,0.954673,0.935284,0.00467,0.440116,1.0,0.0,0.0,0.0,0.0,0.0,225.792572
MFG-S00184,WO0064,1,关键设备维护校准逾期并报警,0.5,110.0,0.0,0.0,0.0,0.788074,1.006197,0.078796,0.67322,43.973927,58.043175,1.0,0.0,0.0,1.0,562.216858
MFG-S00185,WO0065,0,正常生产,0.0,322.0,0.03,0.0,1.0,0.993109,0.955508,0.005517,0.020079,0.0,0.0,0.0,0.0,0.0,1.0,316.728027
MFG-S00186,WO0066,0,正常生产,0.0,231.0,0.0,0.0,1.0,0.799264,0.964619,0.001806,0.590354,0.0,0.0,0.0,0.0,0.0,1.0,936.26532
MFG-S00187,WO0067,0,正常生产,0.5,141.0,0.02,0.0,1.0,0.832536,1.025545,0.012584,0.430898,0.0,0.0,0.0,0.0,0.0,0.0,1125.138184
MFG-S00188,WO0068,0,正常生产,0.0,172.0,0.0,0.0,0.0,0.932523,0.928399,0.011503,0.299186,0.0,1.0,0.0,0.0,0.0,1.0,1089.171021
MFG-S00189,WO0069,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.986081,0.939371,0.004759,0.379712,0.0,1.0,0.0,0.0,0.0,1.0,1180.637939
MFG-S00190,WO0070,0,正常生产,0.5,30.0,0.0,0.0,1.0,0.940413,0.890998,0.006577,0.728998,0.0,0.0,0.0,0.0,0.0,0.0,589.9776
MFG-S00191,WO0071,0,正常生产,0.5,200.0,0.02,0.0,1.0,0.942927,0.902583,0.010276,0.357451,0.0,0.0,0.0,0.0,0.0,0.0,207.665146
MFG-S00192,WO0072,0,正常生产,0.5,110.0,0.0,0.0,0.0,0.888681,1.015199,0.013357,0.27565,0.0,0.0,0.0,0.0,0.0,0.0,480.122986
MFG-S00193,WO0073,1,未检关键物料领料并超BOM,0.0,322.0,0.02,1.0,1.0,1.272656,0.949203,0.07386,0.009613,0.0,0.0,0.0,0.0,0.0,0.0,876.561218
MFG-S00194,WO0074,0,正常生产,0.0,231.0,0.0,0.0,1.0,0.794221,0.94793,0.009759,0.13473,0.0,0.0,0.0,0.0,0.0,0.0,539.336975
MFG-S00195,WO0075,1,重复高额客户投诉,0.5,141.0,0.152314,0.0,1.0,1.056971,1.0245,0.019631,0.405586,1.0,0.0,0.0,0.0,0.0,5.0,59438.433594
MFG-S00196,WO0076,1,供应商资质过期与来料质量恶化,1.0,-47.092396,0.25605,0.0,0.0,0.915718,0.998465,0.02385,0.691113,0.0,0.0,0.0,0.0,0.0,0.0,736.243042
MFG-S00197,WO0077,1,关键参数越限且质量冻结发运,0.5,30.0,0.02,0.0,1.0,1.027428,0.991265,0.019855,1.381183,0.0,0.0,0.0,1.0,1.0,0.0,236.273331
MFG-S00198,WO0078,1,重复高额客户投诉,0.5,30.0,0.148944,0.0,1.0,1.051926,0.900607,0.0024,0.259853,0.0,0.0,0.0,0.0,0.0,6.0,51794.476562
MFG-S00199,WO0079,0,正常生产,0.5,200.0,0.02,0.0,1.0,0.798961,0.918591,0.000567,0.490933,0.0,0.0,0.0,0.0,0.0,1.0,52.039089
MFG-S00200,WO0080,1,关键参数越限且质量冻结发运,0.5,110.0,0.0,0.0,0.0,0.893817,0.924477,0.006394,1.14475,0.0,1.0,0.0,1.0,1.0,1.0,1125.175049
MFG-S00201,WO0081,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.868818,0.866847,0.009438,0.171936,0.0,1.0,0.0,0.0,0.0,0.0,492.956421
MFG-S00202,WO0082,1,供应商资质过期与来料质量恶化,1.0,-23.072451,0.183356,0.0,1.0,0.754792,0.911254,0.013645,0.575542,0.0,0.0,0.0,0.0,0.0,0.0,1334.820435
MFG-S00203,WO0083,1,关键参数越限且质量冻结发运,0.5,141.0,0.02,0.0,1.0,0.915264,0.958119,0.024551,1.305096,0.0,0.0,0.0,1.0,1.0,1.0,1471.564087
MFG-S00204,WO0084,0,正常生产,0.0,172.0,0.0,0.0,0.0,0.847013,0.876324,0.017891,0.288757,0.0,0.0,0.0,0.0,0.0,1.0,1428.499878
MFG-S00205,WO0085,1,关键设备维护校准逾期并报警,0.5,30.0,0.02,0.0,1.0,0.897472,0.910164,0.106936,0.596687,21.199764,31.704962,1.0,0.0,0.0,0.0,497.128723
MFG-S00206,WO0086,0,正常生产,0.5,30.0,0.0,0.0,1.0,0.836264,0.857336,0.001701,0.406488,0.0,0.0,0.0,0.0,0.0,0.0,1262.336426
MFG-S00207,WO0087,1,未检关键物料领料并超BOM,0.5,200.0,0.02,1.0,1.0,1.338693,0.9564,0.084281,0.685854,1.0,0.0,0.0,0.0,0.0,1.0,1249.178223
MFG-S00208,WO0088,0,正常生产,0.5,110.0,0.0,0.0,0.0,0.878377,0.908841,0.013699,0.427334,0.0,0.0,0.0,0.0,0.0,1.0,71.221146
MFG-S00209,WO0089,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.834092,0.871592,0.009723,0.356296,0.0,0.0,0.0,0.0,0.0,0.0,1000.450134
MFG-S00210,WO0090,0,正常生产,0.0,231.0,0.0,0.0,1.0,0.772477,0.89191,0.017293,0.084408,0.0,0.0,0.0,0.0,0.0,1.0,106.813644
MFG-S00211,WO0091,1,关键参数越限且质量冻结发运,0.5,141.0,0.03,0.0,1.0,1.017173,1.005488,0.012079,1.356722,0.0,0.0,0.0,1.0,1.0,0.0,323.489288
MFG-S00212,WO0092,0,正常生产,0.0,172.0,0.0,0.0,0.0,0.86993,0.95983,0.009847,0.122906,0.0,1.0,0.0,0.0,0.0,0.0,1138.063843
MFG-S00213,WO0093,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.997485,1.022271,0.003042,0.703216,0.0,1.0,0.0,0.0,0.0,1.0,127.138863
MFG-S00214,WO0094,1,关键参数越限且质量冻结发运,0.5,30.0,0.0,0.0,1.0,0.98216,0.912665,0.0178,1.671492,0.0,0.0,0.0,1.0,1.0,0.0,683.3125
MFG-S00215,WO0095,1,关键设备维护校准逾期并报警,0.5,200.0,0.03,0.0,1.0,0.863904,0.870861,0.045489,0.465936,16.020798,34.359657,1.0,0.0,0.0,1.0,1078.910278
MFG-S00216,WO0096,0,正常生产,0.5,110.0,0.0,0.0,0.0,0.803706,0.889536,0.007664,0.344889,0.0,0.0,0.0,0.0,0.0,0.0,200.155197
MFG-S00217,WO0097,1,关键参数越限且质量冻结发运,0.0,322.0,0.02,0.0,1.0,0.797264,0.876864,0.019104,1.786056,0.0,0.0,0.0,1.0,1.0,1.0,423.494019
MFG-S00218,WO0098,1,未检关键物料领料并超BOM,0.0,231.0,0.0,1.0,1.0,1.645722,0.954845,0.137169,0.61236,0.0,0.0,0.0,0.0,0.0,1.0,1372.153076
MFG-S00219,WO0099,1,关键设备维护校准逾期并报警,0.5,141.0,0.02,0.0,1.0,1.042197,0.991125,0.073608,0.345234,29.102306,38.472527,1.0,0.0,0.0,0.0,1247.547852
MFG-S00220,WO0100,0,正常生产,0.0,172.0,0.0,0.0,0.0,0.952307,0.991383,0.024611,0.434031,0.0,0.0,0.0,0.0,0.0,1.0,278.722046
MFG-S00221,WO0101,1,重复高额客户投诉,0.5,30.0,0.104472,0.0,1.0,0.899322,0.88386,0.006239,0.411666,0.0,0.0,0.0,0.0,0.0,5.0,61360.011719
MFG-S00222,WO0102,1,多维叠加高风险,1.0,-49.784348,0.0,1.0,1.0,1.586114,0.92273,0.006787,1.323021,6.331609,0.0,1.0,0.0,1.0,6.0,26307.367188
MFG-S00223,WO0103,0,正常生产,0.5,200.0,0.02,0.0,1.0,0.99592,0.996899,0.02015,0.224245,0.0,0.0,0.0,0.0,0.0,0.0,436.387146
MFG-S00224,WO0104,0,正常生产,0.5,110.0,0.03,0.0,0.0,0.91335,0.850428,0.010728,0.544462,0.0,1.0,0.0,0.0,0.0,0.0,1231.506592
MFG-S00225,WO0105,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.755979,0.890602,0.005303,0.093623,0.0,1.0,0.0,0.0,0.0,1.0,965.901978
MFG-S00226,WO0106,0,正常生产,0.0,231.0,0.0,0.0,1.0,0.892684,0.932752,0.005045,0.216378,0.0,0.0,0.0,0.0,0.0,0.0,437.384338
MFG-S00227,WO0107,1,未检关键物料领料并超BOM,0.5,141.0,0.02,1.0,1.0,1.643377,0.949566,0.088374,0.667546,0.0,0.0,0.0,0.0,0.0,1.0,728.563232
MFG-S00228,WO0108,0,正常生产,0.0,172.0,0.0,0.0,0.0,0.865024,0.944145,0.015972,0.104032,0.0,0.0,0.0,0.0,0.0,1.0,819.005676
MFG-S00229,WO0109,1,多维叠加高风险,1.0,-16.173601,0.02,1.0,1.0,1.450376,0.875605,0.005508,1.52471,15.915198,0.0,1.0,0.0,1.0,6.0,58297.117188
MFG-S00230,WO0110,1,关键设备维护校准逾期并报警,0.5,30.0,0.0,0.0,1.0,0.773208,0.881235,0.060724,0.26899,33.428497,8.452011,1.0,0.0,0.0,1.0,215.120178
MFG-S00231,WO0111,0,正常生产,0.5,200.0,0.02,0.0,1.0,0.88527,0.939286,0.0046,0.4873,1.0,0.0,0.0,0.0,0.0,1.0,195.851044
MFG-S00232,WO0112,0,正常生产,0.5,110.0,0.0,0.0,0.0,1.029291,0.976237,0.000211,0.147515,0.0,0.0,0.0,0.0,0.0,1.0,1109.91394
MFG-S00233,WO0113,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.872046,0.878153,0.010567,0.687276,0.0,0.0,0.0,0.0,0.0,0.0,1259.703491
MFG-S00234,WO0114,1,关键参数越限且质量冻结发运,0.0,231.0,0.03,0.0,1.0,0.87469,0.862236,0.004928,1.223024,0.0,0.0,0.0,1.0,1.0,1.0,466.527191
MFG-S00235,WO0115,0,正常生产,0.5,141.0,0.02,0.0,1.0,0.771861,0.903807,0.008566,0.431066,0.0,0.0,0.0,0.0,0.0,1.0,388.261078
MFG-S00236,WO0116,0,正常生产,0.0,172.0,0.0,0.0,0.0,1.003073,1.008178,0.010745,0.65028,0.0,1.0,0.0,0.0,0.0,1.0,552.130737
MFG-S00237,WO0117,1,供应商资质过期与来料质量恶化,1.0,-34.459335,0.162806,0.0,1.0,0.960052,0.947507,0.022723,0.607581,0.0,1.0,0.0,0.0,0.0,0.0,58.004715
MFG-S00238,WO0118,0,正常生产,0.5,30.0,0.0,0.0,1.0,1.030687,1.017782,0.006716,0.223269,0.0,0.0,0.0,0.0,0.0,0.0,555.523743
MFG-S00239,WO0119,0,正常生产,0.5,200.0,0.02,0.0,1.0,0.957793,0.904617,0.007103,0.376748,0.0,0.0,0.0,0.0,0.0,1.0,1445.612671
MFG-S00240,WO0120,0,正常生产,0.5,110.0,0.0,0.0,0.0,1.043161,0.986302,0.01949,0.376546,0.0,0.0,0.0,0.0,0.0,1.0,836.890625
