sample_id,source_work_order_id,label,scenario,supplier_risk_level,supplier_qualification_days,iqc_defect_rate,inventory_hold_flag,material_critical_flag,issue_over_bom_ratio,work_order_progress_ratio,scrap_rate,process_parameter_deviation,equipment_maintenance_overdue_days,equipment_calibration_overdue_days,equipment_alarm_flag,quality_hold_flag,shipment_release_gap_flag,customer_complaint_count_30d,complaint_claim_amount
MFG-S00417,WO0057,1,多维叠加高风险,1.0,-18.826805,0.03,1.0,1.0,1.593154,0.860116,0.024105,1.66782,14.528305,1.0,1.0,0.0,1.0,6.0,26956.982422
MFG-S00418,WO0058,1,关键参数越限且质量冻结发运,0.0,231.0,0.0,0.0,1.0,0.764959,0.85177,0.017344,1.14548,0.0,0.0,0.0,1.0,1.0,1.0,724.243713
MFG-S00419,WO0059,0,正常生产,0.5,141.0,0.02,0.0,1.0,0.883963,0.894102,0.018792,0.254036,0.0,0.0,0.0,0.0,0.0,0.0,737.792114
MFG-S00420,WO0060,0,正常生产,0.0,172.0,0.0,0.0,0.0,0.821167,0.90724,0.014335,0.446902,0.0,0.0,0.0,0.0,0.0,1.0,952.172058
MFG-S00421,WO0061,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.97967,0.874893,0.024322,0.088773,0.0,0.0,0.0,0.0,0.0,1.0,992.654053
MFG-S00422,WO0062,0,正常生产,0.5,30.0,0.0,0.0,1.0,0.966452,0.999255,0.020065,0.281151,0.0,0.0,0.0,0.0,0.0,1.0,852.160156
MFG-S00423,WO0063,1,重复高额客户投诉,0.5,200.0,0.144082,0.0,1.0,1.032244,0.890655,0.023207,0.531938,1.0,0.0,0.0,0.0,0.0,7.0,12422.432617
MFG-S00424,WO0064,0,正常生产,0.5,110.0,0.0,0.0,0.0,0.871578,0.946939,0.020086,0.432343,0.0,0.0,0.0,0.0,0.0,1.0,303.212372
MFG-S00425,WO0065,0,正常生产,0.0,322.0,0.03,0.0,1.0,0.979508,0.885495,0.012295,0.547282,0.0,0.0,0.0,0.0,0.0,0.0,1138.900635
MFG-S00426,WO0066,1,供应商资质过期与来料质量恶化,1.0,-47.370182,0.165311,0.0,1.0,0.88901,1.008993,0.012667,0.615535,0.0,0.0,0.0,0.0,0.0,1.0,181.321945
MFG-S00427,WO0067,1,关键参数越限且质量冻结发运,0.5,141.0,0.02,0.0,1.0,0.844452,0.973603,0.02199,1.263384,0.0,0.0,0.0,1.0,1.0,0.0,1295.388184
MFG-S00428,WO0068,0,正常生产,0.0,172.0,0.0,0.0,0.0,1.044367,1.025353,0.019689,0.652555,0.0,1.0,0.0,0.0,0.0,0.0,94.26638
MFG-S00429,WO0069,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.819503,0.994244,0.017866,0.612838,0.0,1.0,0.0,0.0,0.0,0.0,441.425385
MFG-S00430,WO0070,0,正常生产,0.5,30.0,0.0,0.0,1.0,0.766052,1.003599,0.023431,0.123569,0.0,0.0,0.0,0.0,0.0,1.0,53.919956
MFG-S00431,WO0071,0,正常生产,0.5,200.0,0.02,0.0,1.0,0.894985,0.926554,0.005916,0.141527,0.0,0.0,0.0,0.0,0.0,0.0,168.372681
MFG-S00432,WO0072,1,供应商资质过期与来料质量恶化,1.0,-27.574108,0.084652,0.0,0.0,0.787441,0.893325,0.018823,0.422413,0.0,0.0,0.0,0.0,0.0,0.0,966.695129
MFG-S00433,WO0073,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.935447,1.009029,0.018686,0.735831,0.0,0.0,0.0,0.0,0.0,1.0,155.219055
MFG-S00434,WO0074,0,正常生产,0.0,231.0,0.0,0.0,1.0,0.809343,0.963928,0.009038,0.141899,0.0,0.0,0.0,0.0,0.0,0.0,282.405762
MFG-S00435,WO0075,0,正常生产,0.5,141.0,0.02,0.0,1.0,1.002834,0.959132,0.003148,0.721802,1.0,0.0,0.0,0.0,0.0,0.0,610.204407
MFG-S00436,WO0076,0,正常生产,0.0,172.0,0.03,0.0,0.0,0.856469,0.940898,0.016856,0.676896,0.0,0.0,0.0,0.0,0.0,0.0,1184.189575
MFG-S00437,WO0077,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.982373,1.019465,0.015024,0.419522,0.0,0.0,0.0,0.0,0.0,0.0,1377.391602
MFG-S00438,WO0078,1,供应商资质过期与来料质量恶化,1.0,-72.607376,0.195995,0.0,1.0,0.938497,0.999962,0.007551,0.499846,0.0,0.0,0.0,0.0,0.0,0.0,861.216675
MFG-S00439,WO0079,1,重复高额客户投诉,0.5,200.0,0.084693,0.0,1.0,1.045505,0.870227,0.009695,0.077855,0.0,0.0,0.0,0.0,0.0,8.0,77974.351562
MFG-S00440,WO0080,0,正常生产,0.5,110.0,0.0,0.0,0.0,1.053224,0.924313,0.017366,0.29954,0.0,1.0,0.0,0.0,0.0,0.0,243.327789
MFG-S00441,WO0081,1,未检关键物料领料并超BOM,0.0,322.0,0.02,1.0,1.0,1.580864,0.963194,0.084514,0.361896,0.0,1.0,0.0,0.0,0.0,1.0,369.900604
MFG-S00442,WO0082,0,正常生产,0.0,231.0,0.0,0.0,1.0,1.02902,0.862419,0.010489,0.233682,0.0,0.0,0.0,0.0,0.0,0.0,917.111633
MFG-S00443,WO0083,1,关键参数越限且质量冻结发运,0.5,141.0,0.02,0.0,1.0,0.87654,0.891553,0.0202,1.517281,0.0,0.0,0.0,1.0,1.0,0.0,1317.803955
MFG-S00444,WO0084,0,正常生产,0.0,172.0,0.0,0.0,0.0,0.999247,0.928878,0.012807,0.537004,0.0,0.0,0.0,0.0,0.0,1.0,734.807434
MFG-S00445,WO0085,0,正常生产,0.5,30.0,0.02,0.0,1.0,1.029781,0.978304,0.012777,0.504266,0.0,0.0,0.0,0.0,0.0,1.0,494.295654
MFG-S00446,WO0086,0,正常生产,0.5,30.0,0.0,0.0,1.0,0.772755,0.993405,0.014355,0.292037,0.0,0.0,0.0,0.0,0.0,0.0,571.422852
MFG-S00447,WO0087,0,正常生产,0.5,200.0,0.02,0.0,1.0,1.023946,1.026258,0.021727,0.727233,1.0,0.0,0.0,0.0,0.0,0.0,427.078918
MFG-S00448,WO0088,1,关键设备维护校准逾期并报警,0.5,110.0,0.0,0.0,0.0,0.764035,0.953825,0.055168,0.672605,11.68466,49.73502,1.0,0.0,0.0,1.0,514.220032
MFG-S00449,WO0089,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.907895,1.027479,0.008284,0.110499,0.0,0.0,0.0,0.0,0.0,0.0,180.35881
MFG-S00450,WO0090,0,正常生产,0.0,231.0,0.0,0.0,1.0,0.761084,0.898951,0.003534,0.746926,0.0,0.0,0.0,0.0,0.0,1.0,658.59082
MFG-S00451,WO0091,0,正常生产,0.5,141.0,0.03,0.0,1.0,1.023712,0.914033,0.00037,0.412161,0.0,0.0,0.0,0.0,0.0,0.0,1251.705078
MFG-S00452,WO0092,1,关键设备维护校准逾期并报警,0.0,172.0,0.0,0.0,0.0,1.012468,0.954506,0.067341,0.107601,7.76754,14.591631,1.0,0.0,0.0,1.0,717.029724
MFG-S00453,WO0093,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.833378,0.879452,0.007959,0.685329,0.0,1.0,0.0,0.0,0.0,0.0,37.096981
MFG-S00454,WO0094,0,正常生产,0.5,30.0,0.0,0.0,1.0,0.93876,1.001457,0.023123,0.225078,0.0,0.0,0.0,0.0,0.0,1.0,33.084019
MFG-S00455,WO0095,1,未检关键物料领料并超BOM,0.5,200.0,0.03,1.0,1.0,1.604547,0.853679,0.10663,0.628028,0.0,0.0,0.0,0.0,0.0,1.0,1253.64856
MFG-S00456,WO0096,0,正常生产,0.5,110.0,0.0,0.0,0.0,1.027989,0.889691,0.000516,0.359874,0.0,0.0,0.0,0.0,0.0,0.0,791.022644
MFG-S00457,WO0097,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.990312,0.928534,0.007488,0.164333,0.0,0.0,0.0,0.0,0.0,1.0,1195.346802
MFG-S00458,WO0098,0,正常生产,0.0,231.0,0.0,0.0,1.0,0.953939,0.961454,0.019716,0.093701,0.0,0.0,0.0,0.0,0.0,1.0,226.229401
MFG-S00459,WO0099,1,关键参数越限且质量冻结发运,0.5,141.0,0.02,0.0,1.0,0.904388,0.940931,0.01363,1.723317,1.0,0.0,0.0,1.0,1.0,1.0,903.384338
MFG-S00460,WO0100,1,关键参数越限且质量冻结发运,0.0,172.0,0.0,0.0,0.0,0.862493,0.964337,0.016863,1.32431,0.0,0.0,0.0,1.0,1.0,1.0,477.70694
MFG-S00461,WO0101,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.930771,1.004981,0.005771,0.244766,0.0,0.0,0.0,0.0,0.0,1.0,159.185928
MFG-S00462,WO0102,0,正常生产,0.5,30.0,0.0,0.0,1.0,0.899966,0.88373,0.017968,0.159832,0.0,0.0,0.0,0.0,0.0,1.0,107.811279
MFG-S00463,WO0103,1,重复高额客户投诉,0.5,200.0,0.129323,0.0,1.0,0.864894,0.940378,0.023174,0.007834,0.0,0.0,0.0,0.0,0.0,5.0,73446.617188
MFG-S00464,WO0104,0,正常生产,0.5,110.0,0.03,0.0,0.0,0.928739,0.887361,0.015182,0.708797,0.0,1.0,0.0,0.0,0.0,0.0,1351.098022
MFG-S00465,WO0105,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.885767,0.879054,0.010688,0.095669,0.0,1.0,0.0,0.0,0.0,0.0,941.755737
MFG-S00466,WO0106,0,正常生产,0.0,231.0,0.0,0.0,1.0,0.993249,0.99182,0.014094,0.276293,0.0,0.0,0.0,0.0,0.0,1.0,183.883286
MFG-S00467,WO0107,0,正常生产,0.5,141.0,0.02,0.0,1.0,0.972755,0.860095,0.013571,0.743497,0.0,0.0,0.0,0.0,0.0,0.0,1201.846558
MFG-S00468,WO0108,1,未检关键物料领料并超BOM,0.0,172.0,0.0,1.0,1.0,1.473605,0.962486,0.144927,0.246188,0.0,0.0,0.0,0.0,0.0,1.0,1326.309204
MFG-S00469,WO0109,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.7678,1.007026,0.000714,0.484324,0.0,0.0,0.0,0.0,0.0,0.0,141.278854
MFG-S00470,WO0110,1,多维叠加高风险,1.0,-8.582575,0.0,1.0,1.0,1.259561,0.853674,0.005255,1.172518,6.462093,0.0,1.0,0.0,1.0,6.0,41931.125
MFG-S00471,WO0111,0,正常生产,0.5,200.0,0.02,0.0,1.0,0.763364,0.898501,0.022386,0.438964,1.0,0.0,0.0,0.0,0.0,0.0,36.650497
MFG-S00472,WO0112,0,正常生产,0.5,110.0,0.0,0.0,0.0,0.93829,0.891928,0.021616,0.494599,0.0,0.0,0.0,0.0,0.0,0.0,1230.50769
MFG-S00473,WO0113,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.968247,0.944973,0.014432,0.483452,0.0,0.0,0.0,0.0,0.0,1.0,804.242188
MFG-S00474,WO0114,1,重复高额客户投诉,0.0,231.0,0.157443,0.0,1.0,1.042754,0.918542,0.006836,0.733599,0.0,0.0,0.0,0.0,0.0,7.0,70564.859375
MFG-S00475,WO0115,1,多维叠加高风险,1.0,-23.456282,0.02,1.0,1.0,1.684527,0.994466,0.01731,1.253403,9.710207,0.0,1.0,0.0,1.0,6.0,26108.71875
MFG-S00476,WO0116,1,供应商资质过期与来料质量恶化,1.0,-15.484014,0.149511,0.0,0.0,0.922435,0.921955,0.01629,0.130931,0.0,1.0,0.0,0.0,0.0,1.0,834.041626
MFG-S00477,WO0117,0,正常生产,0.5,30.0,0.03,0.0,1.0,0.780918,1.002037,0.022068,0.410224,0.0,1.0,0.0,0.0,0.0,1.0,1465.046143
MFG-S00478,WO0118,0,正常生产,0.5,30.0,0.0,0.0,1.0,0.883817,0.890815,0.017537,0.469039,0.0,0.0,0.0,0.0,0.0,1.0,1044.353394
MFG-S00479,WO0119,1,关键设备维护校准逾期并报警,0.5,200.0,0.02,0.0,1.0,0.999705,0.947886,0.058505,0.226916,27.375654,15.74918,1.0,0.0,0.0,0.0,1172.859497
MFG-S00480,WO0120,1,未检关键物料领料并超BOM,0.5,110.0,0.0,1.0,1.0,1.280226,0.923747,0.138784,0.416405,0.0,0.0,0.0,0.0,0.0,1.0,1269.880005
MFG-S00481,WO0001,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.979093,0.999306,0.017377,0.103931,0.0,0.0,0.0,0.0,0.0,1.0,200.234207
MFG-S00482,WO0002,1,关键设备维护校准逾期并报警,0.0,231.0,0.0,0.0,1.0,0.956866,0.964624,0.083452,0.022078,37.472954,5.874373,1.0,0.0,0.0,1.0,301.639404
MFG-S00483,WO0003,1,关键设备维护校准逾期并报警,0.5,141.0,0.02,0.0,1.0,0.974567,0.889796,0.089437,0.226125,20.309752,18.742805,1.0,0.0,0.0,0.0,792.112732
MFG-S00484,WO0004,1,关键参数越限且质量冻结发运,0.0,172.0,0.0,0.0,0.0,0.913164,0.937463,0.00152,1.284471,0.0,0.0,0.0,1.0,1.0,1.0,148.932571
MFG-S00485,WO0005,1,重复高额客户投诉,0.5,30.0,0.071377,0.0,1.0,1.032809,0.977377,0.014874,0.184279,0.0,0.0,0.0,0.0,0.0,3.0,12872.501953
MFG-S00486,WO0006,1,供应商资质过期与来料质量恶化,1.0,-80.935722,0.262476,0.0,1.0,0.892009,0.892239,0.003459,0.625404,0.0,0.0,0.0,0.0,0.0,0.0,137.460434
MFG-S00487,WO0007,1,关键参数越限且质量冻结发运,0.5,200.0,0.02,0.0,1.0,0.929607,0.927688,0.00935,1.258684,0.0,0.0,0.0,1.0,1.0,1.0,32.624714
MFG-S00488,WO0008,1,重复高额客户投诉,0.5,110.0,0.132699,0.0,0.0,0.771443,0.954753,0.014812,0.421035,0.0,1.0,0.0,0.0,0.0,6.0,58759.308594
MFG-S00489,WO0009,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.769574,1.0168,0.019895,0.558284,0.0,1.0,0.0,0.0,0.0,0.0,1282.817261
MFG-S00490,WO0010,0,正常生产,0.0,231.0,0.0,0.0,1.0,1.02713,0.975782,0.016808,0.662595,0.0,0.0,0.0,0.0,0.0,1.0,682.564209
MFG-S00491,WO0011,1,关键设备维护校准逾期并报警,0.5,141.0,0.02,0.0,1.0,0.77038,1.024808,0.081959,0.493717,38.794598,24.434916,1.0,0.0,0.0,0.0,249.918976
MFG-S00492,WO0012,0,正常生产,0.0,172.0,0.0,0.0,0.0,1.023168,0.912303,0.016415,0.287093,0.0,0.0,0.0,0.0,0.0,1.0,466.312592
MFG-S00493,WO0013,0,正常生产,0.5,30.0,0.03,0.0,1.0,0.933603,0.911881,0.023836,0.1755,0.0,0.0,0.0,0.0,0.0,0.0,1215.711182
MFG-S00494,WO0014,0,正常生产,0.5,30.0,0.0,0.0,1.0,0.76914,0.962426,0.019924,0.19604,0.0,0.0,0.0,0.0,0.0,0.0,581.568359
MFG-S00495,WO0015,1,供应商资质过期与来料质量恶化,1.0,-26.270292,0.273581,0.0,1.0,0.999458,0.909049,0.00426,0.608146,1.0,0.0,0.0,0.0,0.0,0.0,1205.144531
MFG-S00496,WO0016,0,正常生产,0.5,110.0,0.0,0.0,0.0,0.822372,0.98383,0.01135,0.699097,0.0,0.0,0.0,0.0,0.0,0.0,350.945038
MFG-S00497,WO0017,1,供应商资质过期与来料质量恶化,1.0,-69.500946,0.288876,0.0,1.0,0.945076,0.901766,0.011695,0.027445,0.0,0.0,0.0,0.0,0.0,0.0,1392.027222
MFG-S00498,WO0018,1,未检关键物料领料并超BOM,0.0,231.0,0.0,1.0,1.0,1.487671,1.003782,0.064418,0.084345,0.0,0.0,0.0,0.0,0.0,0.0,1090.624146
MFG-S00499,WO0019,0,正常生产,0.5,141.0,0.03,0.0,1.0,0.979487,0.933193,0.010274,0.204532,0.0,0.0,0.0,0.0,0.0,0.0,738.009888
MFG-S00500,WO0020,1,多维叠加高风险,1.0,-58.754642,0.0,1.0,0.0,1.473209,0.990251,0.000481,1.30553,11.917534,1.0,1.0,0.0,1.0,4.0,49653.800781
MFG-S00501,WO0021,0,正常生产,0.5,30.0,0.02,0.0,1.0,1.002667,0.992523,0.009615,0.388589,0.0,1.0,0.0,0.0,0.0,0.0,1350.271118
MFG-S00502,WO0022,0,正常生产,0.5,30.0,0.0,0.0,1.0,0.952771,1.028087,0.003981,0.247062,0.0,0.0,0.0,0.0,0.0,0.0,610.042725
MFG-S00503,WO0023,0,正常生产,0.5,200.0,0.02,0.0,1.0,0.891351,0.858843,0.011126,0.181137,0.0,0.0,0.0,0.0,0.0,1.0,903.514465
MFG-S00504,WO0024,1,未检关键物料领料并超BOM,0.5,110.0,0.0,1.0,1.0,1.544821,1.019902,0.137788,0.575909,0.0,0.0,0.0,0.0,0.0,0.0,754.512329
MFG-S00505,WO0025,1,多维叠加高风险,1.0,-18.516043,0.02,1.0,1.0,1.672962,0.954399,0.011741,1.323259,19.012978,0.0,1.0,0.0,1.0,3.0,30727.259766
MFG-S00506,WO0026,0,正常生产,0.0,231.0,0.03,0.0,1.0,1.056206,1.004871,0.011546,0.143342,0.0,0.0,0.0,0.0,0.0,1.0,1156.697876
MFG-S00507,WO0027,0,正常生产,0.5,141.0,0.02,0.0,1.0,0.77106,0.989886,0.008649,0.350268,1.0,0.0,0.0,0.0,0.0,0.0,443.552521
MFG-S00508,WO0028,0,正常生产,0.0,172.0,0.0,0.0,0.0,0.995592,0.990905,0.000961,0.398883,0.0,0.0,0.0,0.0,0.0,0.0,335.615082
MFG-S00509,WO0029,1,重复高额客户投诉,0.5,30.0,0.046022,0.0,1.0,0.77383,0.92425,0.004289,0.632938,0.0,0.0,0.0,0.0,0.0,3.0,79730.671875
MFG-S00510,WO0030,1,关键参数越限且质量冻结发运,0.5,30.0,0.0,0.0,1.0,0.993291,1.00087,0.013407,1.646129,0.0,0.0,0.0,1.0,1.0,1.0,133.490662
MFG-S00511,WO0031,0,正常生产,0.5,200.0,0.02,0.0,1.0,0.92683,0.971236,0.023917,0.485958,0.0,0.0,0.0,0.0,0.0,0.0,559.595703
MFG-S00512,WO0032,1,供应商资质过期与来料质量恶化,1.0,-5.441773,0.09277,0.0,0.0,1.052507,0.988787,0.01229,0.594001,0.0,1.0,0.0,0.0,0.0,1.0,753.986694
MFG-S00513,WO0033,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.832733,0.865741,0.002928,0.43177,0.0,1.0,0.0,0.0,0.0,1.0,883.477295
MFG-S00514,WO0034,0,正常生产,0.0,231.0,0.0,0.0,1.0,1.032786,0.865585,0.024545,0.741462,0.0,0.0,0.0,0.0,0.0,1.0,747.35791
MFG-S00515,WO0035,0,正常生产,0.5,141.0,0.02,0.0,1.0,0.923834,0.884388,0.008882,0.504801,0.0,0.0,0.0,0.0,0.0,1.0,1018.941895
MFG-S00516,WO0036,1,未检关键物料领料并超BOM,0.0,172.0,0.0,1.0,1.0,1.755379,0.981211,0.076226,0.387476,0.0,0.0,0.0,0.0,0.0,0.0,1093.790039
MFG-S00517,WO0037,1,未检关键物料领料并超BOM,0.5,30.0,0.02,1.0,1.0,1.495517,1.020895,0.125459,0.038013,0.0,0.0,0.0,0.0,0.0,1.0,1022.803528
MFG-S00518,WO0038,0,正常生产,0.5,30.0,0.03,0.0,1.0,0.79332,0.89279,0.013478,0.523951,0.0,0.0,0.0,0.0,0.0,0.0,626.934631
MFG-S00519,WO0039,0,正常生产,0.5,200.0,0.03,0.0,1.0,0.976894,0.990832,0.024595,0.156251,1.0,0.0,0.0,0.0,0.0,1.0,1113.073853
MFG-S00520,WO0040,0,正常生产,0.5,110.0,0.0,0.0,0.0,1.001005,0.953519,0.024758,0.515459,0.0,0.0,0.0,0.0,0.0,1.0,482.162201
MFG-S00521,WO0041,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.757293,1.016058,0.00285,0.021239,0.0,0.0,0.0,0.0,0.0,0.0,354.966095
MFG-S00522,WO0042,0,正常生产,0.0,231.0,0.0,0.0,1.0,0.764298,0.890356,0.02475,0.117752,0.0,0.0,0.0,0.0,0.0,1.0,570.075012
MFG-S00523,WO0043,0,正常生产,0.5,141.0,0.02,0.0,1.0,0.906886,0.996075,0.015719,0.587186,0.0,0.0,0.0,0.0,0.0,1.0,790.635254
MFG-S00524,WO0044,1,重复高额客户投诉,0.0,172.0,0.082412,0.0,0.0,0.7546,0.878267,0.020512,0.506537,0.0,1.0,0.0,0.0,0.0,3.0,74559.226562
MFG-S00525,WO0045,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.770026,0.969389,0.004936,0.535767,0.0,1.0,0.0,0.0,0.0,0.0,501.091858
MFG-S00526,WO0046,0,正常生产,0.5,30.0,0.0,0.0,1.0,0.860866,1.005682,0.004258,0.487671,0.0,0.0,0.0,0.0,0.0,0.0,1390.099487
MFG-S00527,WO0047,0,正常生产,0.5,200.0,0.02,0.0,1.0,1.058452,0.99531,0.017536,0.042466,0.0,0.0,0.0,0.0,0.0,1.0,355.911255
MFG-S00528,WO0048,1,多维叠加高风险,1.0,-48.345543,0.0,1.0,0.0,1.682111,0.887033,0.009289,1.42298,19.736454,0.0,1.0,0.0,1.0,2.0,31206.884766
MFG-S00529,WO0049,1,关键设备维护校准逾期并报警,0.0,322.0,0.02,0.0,1.0,0.86481,0.998345,0.090743,0.441701,17.28554,48.65237,1.0,0.0,0.0,1.0,1242.33313
MFG-S00530,WO0050,1,关键设备维护校准逾期并报警,0.0,231.0,0.0,0.0,1.0,0.898462,0.996118,0.102083,0.597011,24.469824,52.033302,1.0,0.0,0.0,0.0,1041.856201
MFG-S00531,WO0051,1,重复高额客户投诉,0.5,141.0,0.086725,0.0,1.0,0.854165,0.963885,0.00608,0.37234,1.0,0.0,0.0,0.0,0.0,8.0,58719.777344
MFG-S00532,WO0052,1,供应商资质过期与来料质量恶化,1.0,-65.837044,0.165919,0.0,0.0,0.934765,0.997417,0.019473,0.18909,0.0,0.0,0.0,0.0,0.0,0.0,141.761414
MFG-S00533,WO0053,0,正常生产,0.5,30.0,0.02,0.0,1.0,0.819944,1.020847,0.012983,0.272023,0.0,0.0,0.0,0.0,0.0,0.0,1111.218262
MFG-S00534,WO0054,0,正常生产,0.5,30.0,0.0,0.0,1.0,0.857422,0.997226,0.02084,0.103255,0.0,0.0,0.0,0.0,0.0,0.0,1174.660767
MFG-S00535,WO0055,0,正常生产,0.5,200.0,0.02,0.0,1.0,0.758958,1.006626,0.004264,0.633638,0.0,0.0,0.0,0.0,0.0,1.0,1169.06897
MFG-S00536,WO0056,0,正常生产,0.5,110.0,0.0,0.0,0.0,0.866553,0.990087,0.013208,0.391471,0.0,1.0,0.0,0.0,0.0,0.0,282.036346
MFG-S00537,WO0057,0,正常生产,0.0,322.0,0.03,0.0,1.0,0.868006,0.91144,0.024436,0.088763,0.0,1.0,0.0,0.0,0.0,0.0,49.359726
MFG-S00538,WO0058,0,正常生产,0.0,231.0,0.0,0.0,1.0,0.801591,1.014827,0.016785,0.387105,0.0,0.0,0.0,0.0,0.0,0.0,585.347839
MFG-S00539,WO0059,1,未检关键物料领料并超BOM,0.5,141.0,0.02,1.0,1.0,1.434915,0.910718,0.14433,0.600947,0.0,0.0,0.0,0.0,0.0,0.0,874.936768
MFG-S00540,WO0060,0,正常生产,0.0,172.0,0.0,0.0,0.0,1.022932,0.88233,0.006294,0.270039,0.0,0.0,0.0,0.0,0.0,1.0,1089.069824
MFG-S00541,WO0061,0,正常生产,0.5,30.0,0.02,0.0,1.0,1.019087,0.975221,0.011681,0.616279,0.0,0.0,0.0,0.0,0.0,1.0,1341.657959
MFG-S00542,WO0062,0,正常生产,0.5,30.0,0.0,0.0,1.0,1.009128,0.881247,0.018833,0.40467,0.0,0.0,0.0,0.0,0.0,1.0,489.356293
MFG-S00543,WO0063,1,供应商资质过期与来料质量恶化,1.0,-33.206024,0.08114,0.0,1.0,0.885497,0.951885,0.007923,0.422919,1.0,0.0,0.0,0.0,0.0,1.0,786.790588
MFG-S00544,WO0064,1,供应商资质过期与来料质量恶化,1.0,-16.106943,0.162221,0.0,0.0,0.950597,1.029855,0.00895,0.437737,0.0,0.0,0.0,0.0,0.0,0.0,168.674942
MFG-S00545,WO0065,1,关键参数越限且质量冻结发运,0.0,322.0,0.03,0.0,1.0,1.019872,0.906523,0.004019,1.489539,0.0,0.0,0.0,1.0,1.0,0.0,88.712845
MFG-S00546,WO0066,1,重复高额客户投诉,0.0,231.0,0.148628,0.0,1.0,1.046646,1.029599,0.005069,0.080444,0.0,0.0,0.0,0.0,0.0,6.0,79277.664062
MFG-S00547,WO0067,1,多维叠加高风险,1.0,-57.75552,0.02,1.0,1.0,1.606565,0.954278,0.013759,1.347993,7.405524,0.0,1.0,0.0,1.0,4.0,31969.798828
MFG-S00548,WO0068,1,重复高额客户投诉,0.0,172.0,0.140858,0.0,0.0,0.856807,0.850982,0.006447,0.452341,0.0,1.0,0.0,0.0,0.0,7.0,40984.949219
MFG-S00549,WO0069,0,正常生产,0.5,30.0,0.02,0.0,1.0,1.031881,0.951083,0.010775,0.125432,0.0,1.0,0.0,0.0,0.0,1.0,9.582295
MFG-S00550,WO0070,1,未检关键物料领料并超BOM,0.5,30.0,0.0,1.0,1.0,1.634786,0.96063,0.174533,0.678083,0.0,0.0,0.0,0.0,0.0,0.0,606.644287
MFG-S00551,WO0071,1,多维叠加高风险,1.0,-39.283619,0.02,1.0,1.0,1.39131,1.007405,0.015734,1.270358,17.781515,0.0,1.0,0.0,1.0,6.0,44088.625
MFG-S00552,WO0072,1,供应商资质过期与来料质量恶化,1.0,-25.040285,0.245479,0.0,0.0,0.908335,0.993953,0.001721,0.028007,0.0,0.0,0.0,0.0,0.0,0.0,1448.081787
MFG-S00553,WO0073,0,正常生产,0.0,322.0,0.02,0.0,1.0,0.973826,1.004438,0.012043,0.635547,0.0,0.0,0.0,0.0,0.0,0.0,1075.480957
MFG-S00554,WO0074,0,正常生产,0.0,231.0,0.0,0.0,1.0,0.815354,0.999153,0.010343,0.602503,0.0,0.0,0.0,0.0,0.0,0.0,1247.228027
MFG-S00555,WO0075,1,供应商资质过期与来料质量恶化,1.0,-22.453747,0.130662,0.0,1.0,0.976283,0.860667,0.021312,0.315796,1.0,0.0,0.0,0.0,0.0,0.0,961.608398
MFG-S00556,WO0076,0,正常生产,0.0,172.0,0.03,0.0,0.0,0.840256,0.857722,0.023021,0.546892,0.0,0.0,0.0,0.0,0.0,1.0,1426.185791
MFG-S00557,WO0077,1,供应商资质过期与来料质量恶化,1.0,-60.031467,0.202498,0.0,1.0,1.030009,0.881221,0.003747,0.270397,0.0,0.0,0.0,0.0,0.0,0.0,1112.003174
MFG-S00558,WO0078,0,正常生产,0.5,30.0,0.03,0.0,1.0,0.801815,0.890311,0.022969,0.043898,0.0,0.0,0.0,0.0,0.0,0.0,1207.537354
MFG-S00559,WO0079,0,正常生产,0.5,200.0,0.02,0.0,1.0,0.996188,0.887607,0.01049,0.630432,0.0,0.0,0.0,0.0,0.0,0.0,964.892334
MFG-S00560,WO0080,0,正常生产,0.5,110.0,0.0,0.0,0.0,0.817908,0.869881,0.020646,0.394244,0.0,1.0,0.0,0.0,0.0,1.0,989.778748
MFG-S00561,WO0081,1,关键设备维护校准逾期并报警,0.0,322.0,0.02,0.0,1.0,0.875993,1.00827,0.042942,0.057861,40.551979,20.138901,1.0,0.0,0.0,1.0,457.451385
MFG-S00562,WO0082,0,正常生产,0.0,231.0,0.0,0.0,1.0,1.047415,0.992667,0.020034,0.325921,0.0,0.0,0.0,0.0,0.0,0.0,864.206055
MFG-S00563,WO0083,0,正常生产,0.5,141.0,0.02,0.0,1.0,0.857949,0.99123,0.00392,0.23627,0.0,0.0,0.0,0.0,0.0,1.0,453.55896
