user_total_orders,user_orders_30d,user_orders_7d,user_total_amount,user_avg_order_amount,user_max_order_amount,user_refund_count,user_postsale_count,user_refund_rate,user_postsale_rate,user_refund_amount,user_cancel_count,user_complaint_count,user_address_count,order_total_amount,order_item_count,order_sku_count,order_discount_amount,order_discount_rate,order_pay_interval_sec,order_is_night,order_category_count,addr_total_count,addr_province_count,addr_is_new,label,scenario
9.0000,4.0000,1.0000,30585.9805,3398.4399,4567.0601,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,717.8900,1.0000,1.0000,28.2300,0.0393,2197.0500,0.0000,5.0000,2.0000,2.0000,0.0000,0,正常报名
5.0000,1.0000,1.0000,11714.3896,2342.8799,4012.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,9273.1523,1.0000,1.0000,57.6000,0.0902,1437.1600,1.0000,5.0000,3.0000,2.0000,0.0000,0,凌晨大额标记
1.0000,0.0000,0.0000,3002.3799,3002.3799,4240.0898,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,1487.6500,1.0000,1.0000,137.6100,0.0925,302.8600,0.0000,1.0000,3.0000,1.0000,0.0000,0,正常报名
5.0000,5.0000,1.0000,16501.9805,3300.3999,4362.2598,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,5897.3208,1.0000,1.0000,379.5000,0.1352,1958.3199,1.0000,3.0000,1.0000,2.0000,0.0000,1,凌晨大额标记
1.0000,0.0000,0.0000,2207.6201,2207.6201,2370.0500,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,3032.6802,1.0000,1.0000,185.6300,0.0885,4.6712,0.0000,1.0000,3.0000,1.0000,0.0000,1,零学时大额退费
7.0000,5.0000,1.0000,40186.7812,3348.8999,5705.2202,7.0000,7.0000,1.0000,1.0000,11021.1396,0.0000,0.0000,2.0000,2758.0701,1.0000,1.0000,139.9100,0.0507,346.7000,0.0000,1.0000,2.0000,2.0000,0.0000,1,连环退费
9.0000,5.0000,1.0000,25653.1191,2850.3501,3566.6899,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,11346.0674,1.0000,1.0000,461.8700,0.1642,1564.6300,0.0000,1.0000,1.0000,3.0000,1.0000,1,新设备大额报名
3.0000,2.0000,1.0000,4405.0498,1468.3500,2322.8999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,2186.4099,1.0000,1.0000,239.8600,0.1097,2116.0901,0.0000,3.0000,3.0000,1.0000,0.0000,0,正常报名
1.0000,0.0000,0.0000,2256.2200,2256.2200,4551.2900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,3.0000,1.0000,0.0000,1,身份连续认证失败
1.0000,1.0000,1.0000,3399.0000,3399.0000,5188.9702,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,2149.6299,1.0000,1.0000,371.2600,0.1727,1335.9100,0.0000,1.0000,3.0000,2.0000,0.0000,0,正常报名
2.0000,1.0000,0.0000,4849.6699,2424.8401,4842.0801,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,1604.8900,1.0000,1.0000,88.3800,0.0551,1269.0601,0.0000,2.0000,1.0000,2.0000,0.0000,0,正常报名
2.0000,2.0000,0.0000,6901.4502,3450.7300,6949.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,21135.1758,1.0000,1.0000,342.4400,0.1255,897.4200,0.0000,1.0000,1.0000,1.0000,1.0000,1,新设备大额报名
3.0000,2.0000,0.0000,1286.2500,428.7500,2378.1399,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2378.1399,1.0000,1.0000,349.9000,0.1471,581.4100,0.0000,2.0000,2.0000,1.0000,0.0000,0,正常报名
12.0000,1.0000,1.0000,4830.2002,402.5200,1668.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,1668.0400,1.0000,1.0000,79.3000,0.0475,1077.4900,0.0000,3.0000,3.0000,1.0000,0.0000,0,正常报名
4.0000,0.0000,0.0000,6022.9600,1505.7400,3109.1399,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2342.8604,1.0000,1.0000,1.0700,0.0005,1587.0702,0.0000,3.0000,2.0000,1.0000,0.0000,0,正常退费
8.0000,0.0000,0.0000,17577.9902,2197.2500,3663.7300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,2986.0400,1.0000,1.0000,157.9600,0.0529,1492.5400,0.0000,5.0000,3.0000,1.0000,0.0000,0,正常报名
8.0000,5.0000,0.0000,4719.1899,589.9000,2204.9199,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,3.0000,2204.9199,1.0000,1.0000,111.7800,0.0507,658.5100,0.0000,2.0000,3.0000,1.0000,0.0000,0,正常报名
2.0000,2.0000,2.0000,3612.6899,1806.3500,3947.8201,0.0000,1.0000,0.0000,0.5000,0.0000,0.0000,0.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,3.0000,1.0000,0.0000,1,正常学历认证
4.0000,4.0000,1.0000,13264.0098,3316.0000,7209.0498,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,7621.2173,1.0000,1.0000,236.7500,0.1196,878.5600,1.0000,4.0000,2.0000,1.0000,0.0000,0,凌晨大额标记
2.0000,2.0000,2.0000,2983.6499,1491.8300,2898.8401,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,2.0000,2333.7471,1.0000,1.0000,41.0500,0.1175,905.5176,0.0000,1.0000,2.0000,1.0000,1.0000,0,正常退费
8.0000,5.0000,0.0000,16665.3398,2083.1699,2705.3101,1.0000,1.0000,0.1250,0.1250,2802.1899,1.0000,0.0000,1.0000,1283.7000,1.0000,1.0000,123.2400,0.0960,2365.3501,0.0000,1.0000,1.0000,1.0000,0.0000,0,正常报名
1.0000,1.0000,0.0000,1852.3101,1852.3101,3963.6001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,2.0000,0.0000,0,正常学历认证
10.0000,2.0000,1.0000,4949.5498,494.9600,4005.8999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,4005.8999,1.0000,1.0000,7.2000,0.0018,768.6400,0.0000,5.0000,2.0000,1.0000,0.0000,0,正常报名
9.0000,4.0000,2.0000,6722.8999,746.9900,962.8600,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,3.0000,5867.2671,1.0000,1.0000,55.6400,0.0780,1787.7700,1.0000,5.0000,3.0000,2.0000,1.0000,0,凌晨大额标记
12.0000,2.0000,0.0000,13339.2500,1212.6600,2582.8601,6.0000,10.0000,0.5000,0.8333,21451.1836,1.0000,0.0000,1.0000,2582.8601,1.0000,1.0000,142.0800,0.0550,1178.6400,0.0000,1.0000,1.0000,2.0000,0.0000,1,连环退费
12.0000,4.0000,0.0000,32715.3906,2726.2800,3205.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,2.0000,2.0000,0.0000,0,正常学历认证
11.0000,0.0000,0.0000,34831.0781,3166.4600,6169.0601,0.0000,1.0000,0.0000,0.0909,0.0000,0.0000,0.0000,1.0000,4481.6401,1.0000,1.0000,796.5200,0.1777,805.6000,0.0000,2.0000,1.0000,5.0000,0.0000,1,同设备多账号
3.0000,0.0000,0.0000,9407.6104,3135.8701,4206.0801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,8032.5312,1.0000,1.0000,189.4600,0.0929,762.3300,1.0000,3.0000,2.0000,1.0000,0.0000,0,凌晨大额标记
6.0000,1.0000,1.0000,14864.2100,2477.3701,3901.6899,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,3.0000,3901.6899,1.0000,1.0000,415.5300,0.1065,269.6400,0.0000,3.0000,3.0000,1.0000,1.0000,0,正常报名
2.0000,0.0000,0.0000,2234.8101,1117.4100,1950.5500,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,3058.3083,1.0000,1.0000,18.5000,0.0136,647.6756,0.0000,2.0000,2.0000,1.0000,0.0000,0,正常退费
11.0000,4.0000,1.0000,27422.5195,2492.9600,3012.3401,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,963.2566,1.0000,1.0000,293.2200,0.1269,127.9104,0.0000,2.0000,1.0000,2.0000,1.0000,0,正常退费
1.0000,0.0000,0.0000,870.1500,870.1500,1847.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,544.9800,1.0000,1.0000,52.6200,0.0966,2394.6499,0.0000,1.0000,2.0000,2.0000,0.0000,0,正常报名
11.0000,4.0000,0.0000,27861.6094,2532.8701,4847.8101,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,2.0000,2.0000,0.0000,1,身份连续认证失败
3.0000,2.0000,0.0000,9823.0898,3274.3601,4419.3799,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,3.0000,1.0000,0.0000,1,身份连续认证失败
9.0000,0.0000,0.0000,21388.0898,2376.4500,3689.1299,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,667.6395,1.0000,1.0000,51.5500,0.0437,461.6535,0.0000,1.0000,3.0000,2.0000,0.0000,0,正常退费
11.0000,4.0000,1.0000,37065.4805,3369.5901,4711.7598,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,1821.7500,1.0000,1.0000,244.4500,0.1342,1136.3199,0.0000,1.0000,3.0000,2.0000,0.0000,0,正常报名
7.0000,3.0000,0.0000,13087.8496,1869.6899,3489.9900,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,8207.6172,1.0000,1.0000,511.8000,0.1478,1.9637,0.0000,3.0000,3.0000,2.0000,0.0000,1,零学时大额退费
8.0000,5.0000,2.0000,25078.3301,3134.7900,4196.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,1149.6000,1.0000,1.0000,72.1000,0.0627,2119.0701,0.0000,5.0000,3.0000,1.0000,0.0000,0,正常报名
11.0000,4.0000,0.0000,13466.9502,1224.2700,42182.8438,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,42182.8438,1.0000,1.0000,16.0500,0.0155,738.8300,0.0000,4.0000,1.0000,2.0000,0.0000,1,超高金额报名
3.0000,3.0000,0.0000,1445.2100,481.7400,3991.3101,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,8697.6992,1.0000,1.0000,415.8700,0.1042,389.4500,1.0000,3.0000,1.0000,1.0000,0.0000,0,凌晨大额标记
6.0000,4.0000,2.0000,11262.3896,1877.0601,2812.5000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,2084.6589,1.0000,1.0000,66.1400,0.0834,1771.5718,0.0000,5.0000,1.0000,1.0000,0.0000,0,正常退费
6.0000,4.0000,0.0000,5315.3901,885.9000,2585.6201,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,10384.4580,1.0000,1.0000,111.8300,0.0433,2.9380,0.0000,3.0000,3.0000,2.0000,0.0000,1,零学时大额退费
5.0000,4.0000,0.0000,8668.5703,1733.7100,4278.4199,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,4278.4199,1.0000,1.0000,248.0100,0.0580,1767.0100,0.0000,1.0000,1.0000,2.0000,0.0000,0,正常报名
10.0000,4.0000,2.0000,8045.8501,804.5900,4045.2400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,4045.2400,1.0000,1.0000,459.6800,0.1136,1820.8300,0.0000,3.0000,3.0000,14.0000,0.0000,1,同设备多账号
2.0000,2.0000,0.0000,2963.1699,1481.5800,1733.3700,0.0000,1.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.0000,6592.0557,1.0000,1.0000,46.7000,0.0726,1850.9700,1.0000,2.0000,1.0000,1.0000,0.0000,0,凌晨大额标记
8.0000,5.0000,2.0000,11713.7695,1464.2200,3310.8101,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,5968.7100,1.0000,1.0000,333.8400,0.1008,2394.2600,1.0000,2.0000,1.0000,2.0000,0.0000,0,凌晨大额标记
6.0000,5.0000,0.0000,19226.9707,2136.3301,4212.5898,3.0000,5.0000,0.5000,0.8333,32283.5234,0.0000,0.0000,1.0000,4212.5898,1.0000,1.0000,377.8600,0.0897,1845.5500,0.0000,3.0000,1.0000,1.0000,1.0000,1,连环退费
4.0000,3.0000,2.0000,5305.3999,1326.3500,2841.3101,1.0000,1.0000,0.2500,0.2500,1051.1500,0.0000,3.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,3.0000,1.0000,0.0000,0,身份连续认证失败
11.0000,1.0000,1.0000,24698.1699,2245.2900,3706.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,1790.3600,1.0000,1.0000,300.6100,0.1679,45.1000,0.0000,4.0000,2.0000,2.0000,1.0000,0,正常报名
11.0000,1.0000,1.0000,2167.6299,2167.6299,3140.2300,10.0000,10.0000,0.9091,0.9091,8111.7437,0.0000,0.0000,2.0000,3140.2300,1.0000,1.0000,220.3700,0.0702,375.8100,0.0000,1.0000,2.0000,2.0000,0.0000,1,极高退费率
4.0000,3.0000,0.0000,2217.1299,554.2800,2031.3101,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,3.0000,2031.3101,1.0000,1.0000,285.9000,0.1407,585.4000,0.0000,4.0000,3.0000,2.0000,0.0000,1,正常报名
6.0000,3.0000,2.0000,2007.8900,334.6500,837.9100,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,10346.8887,1.0000,1.0000,10.1000,0.0121,3.7212,0.0000,4.0000,1.0000,2.0000,0.0000,1,零学时大额退费
12.0000,0.0000,0.0000,13392.8896,1116.0699,1147.3300,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,686.6000,1.0000,1.0000,34.1900,0.0498,1920.8500,0.0000,1.0000,1.0000,2.0000,0.0000,0,正常报名
7.0000,4.0000,2.0000,23300.9102,3328.7000,6067.4702,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,735.6000,1.0000,1.0000,108.7800,0.1479,2185.6001,1.0000,2.0000,2.0000,1.0000,0.0000,0,正常报名
12.0000,0.0000,0.0000,28967.3301,2413.9399,2619.4099,10.0000,10.0000,0.8333,0.8333,19630.2656,0.0000,0.0000,2.0000,2449.3701,1.0000,1.0000,7.9800,0.0033,1073.0800,0.0000,4.0000,2.0000,2.0000,0.0000,1,极高退费率
6.0000,3.0000,1.0000,14926.0703,2487.6799,5241.2900,0.0000,1.0000,0.0000,0.1667,0.0000,0.0000,0.0000,2.0000,532.7500,1.0000,1.0000,65.1200,0.1222,1136.8300,0.0000,4.0000,2.0000,5.0000,1.0000,1,同设备多账号
11.0000,1.0000,0.0000,31954.4199,2904.9500,4453.0200,0.0000,1.0000,0.0000,0.0909,0.0000,0.0000,0.0000,1.0000,1189.2500,1.0000,1.0000,181.9400,0.1530,240.0500,0.0000,3.0000,1.0000,1.0000,0.0000,0,正常报名
6.0000,5.0000,2.0000,14504.8096,2417.4700,53178.9062,1.0000,1.0000,0.1667,0.1667,1874.6400,0.0000,0.0000,2.0000,53178.9062,1.0000,1.0000,113.9900,0.0598,1161.8400,0.0000,1.0000,2.0000,2.0000,0.0000,1,超高金额报名
8.0000,0.0000,0.0000,15241.2197,1905.1500,3980.9199,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,3980.9199,1.0000,1.0000,74.5400,0.0187,333.2300,0.0000,3.0000,1.0000,2.0000,0.0000,0,正常报名
6.0000,1.0000,0.0000,12474.9502,2079.1599,2473.0601,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,3.0000,6133.9326,1.0000,1.0000,223.0500,0.1358,0.0137,0.0000,4.0000,3.0000,2.0000,0.0000,1,零学时大额退费
6.0000,4.0000,2.0000,12332.2500,2055.3799,3416.4099,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,2946.0520,1.0000,1.0000,120.7100,0.1484,391.6809,0.0000,2.0000,3.0000,1.0000,0.0000,0,正常退费
8.0000,5.0000,0.0000,14307.4102,1788.4301,2541.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,2541.7500,1.0000,1.0000,132.9300,0.0523,277.2700,0.0000,4.0000,3.0000,1.0000,0.0000,0,正常报名
12.0000,1.0000,1.0000,3321.4700,369.0500,1041.1000,6.0000,11.0000,0.5000,0.9167,19989.9023,0.0000,0.0000,2.0000,1041.1000,1.0000,1.0000,169.6200,0.1629,1630.3300,0.0000,5.0000,2.0000,2.0000,0.0000,1,连环退费
3.0000,0.0000,0.0000,1303.5000,434.5000,2321.0601,0.0000,1.0000,0.0000,0.3333,0.0000,0.0000,0.0000,1.0000,2810.7996,1.0000,1.0000,278.8400,0.1201,429.2116,0.0000,2.0000,1.0000,1.0000,0.0000,0,正常退费
8.0000,2.0000,1.0000,10003.0195,1250.3800,2182.6201,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,2182.6201,1.0000,1.0000,343.6200,0.1574,1274.4600,0.0000,2.0000,3.0000,1.0000,0.0000,0,正常报名
10.0000,5.0000,0.0000,16246.4102,1624.6400,2137.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,1.0000,2.0000,0.0000,1,身份连续认证失败
6.0000,0.0000,0.0000,15794.2305,2632.3701,4957.1602,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,716.2400,1.0000,1.0000,65.1900,0.0910,2392.0901,0.0000,2.0000,1.0000,2.0000,0.0000,0,正常报名
3.0000,0.0000,0.0000,1120.2500,373.4200,1979.4200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2.0000,1.0000,0.0000,0,正常学历认证
3.0000,3.0000,0.0000,9863.9297,3287.9800,6430.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,2841.3601,1.0000,1.0000,34.4300,0.0121,448.1300,0.0000,3.0000,3.0000,13.0000,1.0000,1,同设备多账号
4.0000,4.0000,2.0000,2304.7500,576.1900,3201.6699,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,3201.6699,1.0000,1.0000,371.3600,0.1160,412.0000,0.0000,4.0000,2.0000,1.0000,0.0000,0,正常报名
7.0000,5.0000,0.0000,8884.0596,1480.6801,2719.6001,3.0000,6.0000,0.4286,0.8571,33713.2148,0.0000,0.0000,3.0000,2719.6001,1.0000,1.0000,376.0500,0.1383,2151.4700,0.0000,4.0000,3.0000,2.0000,0.0000,1,连环退费
8.0000,5.0000,1.0000,19602.1504,3267.0200,5300.6201,5.0000,5.0000,0.6250,0.6250,26159.5527,0.0000,0.0000,1.0000,1748.2300,1.0000,1.0000,195.2100,0.1117,568.2800,0.0000,4.0000,1.0000,1.0000,0.0000,1,极高退费率
8.0000,1.0000,1.0000,20326.6309,2540.8301,4154.4302,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,3.0000,2.0000,1.0000,0,正常学历认证
5.0000,1.0000,0.0000,10379.7998,2075.9600,2982.0300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,2813.5400,1.0000,1.0000,397.6500,0.1413,2065.0901,1.0000,3.0000,3.0000,2.0000,0.0000,0,正常报名
3.0000,1.0000,0.0000,1938.6100,646.2000,1042.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,860.4700,1.0000,1.0000,21.1500,0.0246,96.5600,0.0000,1.0000,3.0000,2.0000,0.0000,0,正常报名
2.0000,2.0000,1.0000,4037.6101,2018.8101,2478.8501,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,854.4400,1.0000,1.0000,65.3800,0.0765,1924.4900,0.0000,2.0000,2.0000,2.0000,0.0000,1,正常报名
11.0000,4.0000,0.0000,22352.7695,2032.0699,3495.7100,10.0000,10.0000,0.9091,0.9091,13337.9355,0.0000,0.0000,3.0000,1152.0900,1.0000,1.0000,56.8700,0.0494,845.4700,0.0000,3.0000,3.0000,2.0000,0.0000,1,极高退费率
13.0000,4.0000,2.0000,13308.8799,1663.6100,2530.7700,6.0000,11.0000,0.4615,0.8462,11302.5010,0.0000,0.0000,3.0000,2530.7700,1.0000,1.0000,381.5700,0.1508,621.4100,0.0000,5.0000,3.0000,2.0000,0.0000,1,连环退费
2.0000,0.0000,0.0000,2694.4900,1347.2500,2687.7000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,5921.5996,1.0000,1.0000,350.7200,0.1544,3.0792,0.0000,1.0000,3.0000,2.0000,0.0000,1,零学时大额退费
7.0000,1.0000,1.0000,6506.9902,929.5700,4220.8799,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,6434.4937,1.0000,1.0000,555.5300,0.1316,1190.0300,1.0000,5.0000,3.0000,1.0000,0.0000,0,凌晨大额标记
2.0000,1.0000,1.0000,6026.7500,3013.3701,4424.3501,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,700.9600,1.0000,1.0000,21.4900,0.0307,2317.6101,0.0000,2.0000,2.0000,1.0000,0.0000,0,正常报名
4.0000,4.0000,2.0000,10564.2100,2641.0500,5632.8398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,4.0000,3.0000,1.0000,1.0000,1,身份连续认证失败
2.0000,2.0000,0.0000,5715.4800,2857.7400,4092.5500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1311.6801,1.0000,1.0000,203.2000,0.1549,1722.7700,0.0000,1.0000,1.0000,1.0000,0.0000,0,正常报名
2.0000,2.0000,2.0000,6499.0400,3249.5200,6122.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0,正常学历认证
3.0000,3.0000,2.0000,7703.1499,2567.7200,3295.3301,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,1025.4900,1.0000,1.0000,107.6400,0.1050,999.1200,0.0000,1.0000,3.0000,2.0000,0.0000,0,正常报名
10.0000,1.0000,0.0000,1471.4200,1471.4200,1604.4500,3.0000,5.0000,0.3000,0.5000,21427.6133,0.0000,0.0000,3.0000,1517.6801,1.0000,1.0000,123.0100,0.0811,2307.6499,0.0000,1.0000,3.0000,1.0000,0.0000,1,连环退费
12.0000,1.0000,0.0000,41962.9492,3496.9099,4140.2700,1.0000,1.0000,0.0833,0.0833,1133.1300,0.0000,0.0000,2.0000,4015.8301,1.0000,1.0000,342.5600,0.0853,1484.5000,0.0000,5.0000,2.0000,2.0000,0.0000,0,正常报名
1.0000,0.0000,0.0000,1433.7300,1433.7300,4114.3999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,4114.3999,1.0000,1.0000,531.4900,0.1292,1398.9600,0.0000,1.0000,2.0000,1.0000,0.0000,0,正常报名
7.0000,5.0000,2.0000,15210.3096,2172.8999,4731.1001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,4150.7598,1.0000,1.0000,164.7500,0.0397,2101.0400,0.0000,1.0000,2.0000,2.0000,1.0000,0,正常报名
8.0000,5.0000,2.0000,9845.3799,1230.6700,2485.5801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,2485.5801,1.0000,1.0000,263.9900,0.1062,1560.2500,0.0000,4.0000,1.0000,2.0000,0.0000,0,正常报名
1.0000,0.0000,0.0000,1853.8000,1853.8000,2432.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,10470.2227,1.0000,1.0000,135.1800,0.0556,3.1232,0.0000,1.0000,2.0000,1.0000,0.0000,1,零学时大额退费
3.0000,1.0000,0.0000,5561.9502,1853.9800,2971.1001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2971.1001,1.0000,1.0000,425.6400,0.1433,133.2500,0.0000,1.0000,2.0000,2.0000,0.0000,0,正常报名
9.0000,3.0000,2.0000,11331.5596,1259.0601,2729.6899,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,2729.6899,1.0000,1.0000,184.0100,0.0674,784.6600,0.0000,1.0000,1.0000,2.0000,1.0000,0,正常报名
7.0000,3.0000,1.0000,24274.3496,3467.7600,5736.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,9350.1885,1.0000,1.0000,229.7100,0.1744,652.8200,1.0000,3.0000,3.0000,2.0000,0.0000,0,凌晨大额标记
8.0000,1.0000,1.0000,8731.1699,1091.4000,4249.5098,1.0000,1.0000,0.1250,0.1250,1714.3700,1.0000,0.0000,3.0000,4249.5098,1.0000,1.0000,343.2400,0.0808,531.0600,0.0000,5.0000,3.0000,1.0000,0.0000,0,正常报名
5.0000,5.0000,1.0000,13367.0195,2673.3999,5079.8901,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,2.0000,724.5700,1.0000,1.0000,59.0300,0.0815,1348.5800,0.0000,5.0000,2.0000,1.0000,0.0000,0,正常报名
11.0000,0.0000,0.0000,16161.9697,1469.2700,2433.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,860.4900,1.0000,1.0000,122.5500,0.1424,345.4800,0.0000,1.0000,2.0000,1.0000,0.0000,0,正常报名
8.0000,4.0000,0.0000,17877.2793,2234.6599,3548.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,2.0000,1.0000,0.0000,0,正常学历认证
11.0000,2.0000,1.0000,33797.4219,3072.4900,4112.7300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,357.6600,1.0000,1.0000,55.0800,0.1540,304.6000,0.0000,1.0000,2.0000,1.0000,0.0000,0,正常报名
9.0000,2.0000,0.0000,13722.6797,1524.7400,3342.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,7484.4385,1.0000,1.0000,559.8700,0.1712,841.9200,1.0000,2.0000,1.0000,1.0000,0.0000,0,凌晨大额标记
